"trip_id"	"household_id"	"person_n"	"trip_n"	"travel_mode"	"purpose"	"fueltype"	"faretype"	"bus_scale"	"survey_year"	"travel_year"	"travel_month"	"travel_date"	"day_of_week"	"start_time"	"age"	"female"	"driving_license"	"car_ownership"	"distance"	"dur_walking"	"dur_cycling"	"dur_pt_access"	"dur_pt_rail"	"dur_pt_bus"	"dur_pt_int"	"pt_interchanges"	"dur_driving"	"cost_transit"	"cost_driving_fuel"	"cost_driving_ccharge"	"driving_traffic_percent"	"W"
"1131"	23702	5121	0	1	3	1	1	1	1	1	2013	1	24	4	17	52	1	1	2	3570	0.913888889	0.274166667	0.073888889	0.016666667	0.143333333	0.133333333	1	0.315277778	3.9	0.75	10.5	0.509251	0.836779970608957
"1132"	18511	3920	1	3	1	5	6	1	1	1	2012	11	5	1	13.06666667	35	0	1	0	639	0.153611111	0.051388889	0.038055556	0	0.056111111	0	0	0.039722222	1.5	0.1	0	0.223776	1.21475236566241
"1133"	68840	14885	1	2	4	3	2	5	0	3	2014	9	29	1	14.5	70	1	1	1	2998	0.775	0.209166667	0.100555556	0	0.216666667	0	0	0.176388889	0	0.45	0	0.316535	0.836779970608957
"1134"	14340	3051	0	1	4	3	4	5	0	1	2012	9	19	3	12	70	1	1	2	6295	1.628888889	0.520833333	0.375277778	0	0.413611111	0.174444444	1	0.306666667	0	1.64	0	0.113225	0.836779970608957
"1135"	9023	1870	0	1	3	2	6	4	0.5	1	2012	7	17	2	18	28	1	1	0	12617	2.986666667	0.923333333	0.174444444	0.45	0	0	0	0.791666667	2.6	2.03	10.5	0.692632	1.06560342319147
"1136"	45273	9677	3	0	4	3	2	3	0	2	2013	11	2	6	14.66666667	15	1	0	1	1439	0.375	0.129166667	0.291388889	0	0.082222222	0	0	0.106944444	0	0.27	0	0.161039	1.06560342319147
"1137"	6381	1307	3	0	1	3	2	1	1	1	2012	6	19	2	9.083333333	20	1	0	1	1683	0.408333333	0.111111111	0.115555556	0	0.195	0	0	0.143333333	1.5	0.48	0	0.0717054	1.06560342319147
"1138"	43611	9315	0	2	4	1	1	1	1	2	2013	10	11	5	18.5	33	0	1	1	14687	3.520277778	1.111666667	0.181944444	0.85	0.103888889	0.316666667	2	0.966666667	7.2	3.14	0	0.442529	1.21475236566241
"1139"	34490	7394	0	3	3	5	6	1	1	2	2013	6	28	5	22.25	31	0	1	0	3894	0.904444444	0.3225	0.1075	0.116666667	0	0	0	0.2275	1.5	0.55	0	0.424908	1.21475236566241
"1140"	26704	5768	0	1	3	3	3	1	1	1	2013	3	2	6	21	46	0	1	1	3215	0.755	0.225	0.195555556	0	0.263333333	0	0	0.170833333	1.5	0.51	0	0.634146	0.848964507070372
"1141"	40470	8653	0	1	3	1	6	1	1	2	2013	9	6	5	16	45	1	1	0	4451	1.050277778	0.3175	0.186666667	0.116666667	0	0	0	0.3525	1.5	0.8	0	0.405831	0.836779970608957
"1142"	52457	11229	0	2	1	3	1	5	0	2	2014	2	8	6	11.5	69	0	1	1	675	0.238055556	0.081944444	0.133055556	0	0.040277778	0	0	0.059166667	0	0.16	0	0.14554	0.848964507070372
"1143"	32539	7014	0	1	3	3	6	1	1	2	2013	6	8	6	20	25	0	1	2	3115	0.7875	0.268333333	0.144166667	0	0.3675	0.116666667	1	0.262777778	3	0.62	0	0.495772	1.21475236566241
"1144"	71434	15479	1	0	3	1	2	1	1	3	2014	10	31	5	7	41	0	1	2	9422	2.177777778	0.785833333	0.319166667	0.416666667	0	0	0	0.660555556	2.9	1.62	10.5	0.585786	0.848964507070372
"1145"	58125	12475	0	1	4	3	6	1	1	3	2014	5	17	6	11.5	26	0	0	0	12245	3.013888889	0.983333333	0.095277778	0.05	0.964166667	0.351388889	2	0.561944444	4.5	1.85	0	0.417696	1.21475236566241
"1146"	35917	7675	1	4	3	4	6	1	1	2	2013	7	12	5	19.5	35	1	1	0	8043	1.921388889	0.633888889	0.293611111	0.35	0	0	0	0.540555556	2.29	1.31	0	0.662898	1.06560342319147
"1147"	31749	6838	0	3	4	3	1	1	1	2	2013	5	30	4	22.5	39	0	1	2	22717	6.008888889	1.870277778	0.248055556	1.05	0.115555556	0.255	2	0.920555556	7.2	3.72	0	0.264635	1.21475236566241
"1148"	33018	7110	0	4	4	3	1	1	1	2	2013	6	12	3	22.33333333	39	1	1	2	6076	1.445277778	0.504444444	0.111111111	0	0.441666667	0	0	0.372777778	1.5	1.05	0	0.52608	1.06560342319147
"1149"	69181	14952	0	2	3	5	6	1	1	3	2014	10	3	5	11	56	1	1	0	5435	1.328333333	0.408055556	0.078888889	0.166666667	0.134722222	0.082222222	1	0.355277778	3	0.93	0	0.409695	0.836779970608957
"1150"	65865	14196	0	1	3	3	6	1	1	3	2014	8	20	3	10.08333333	57	1	0	0	1834	0.436111111	0.120277778	0.056111111	0	0.130555556	0	0	0.159444444	1.5	0.42	0	0.109756	0.836779970608957
"1151"	16571	3500	3	0	3	3	1	2	0	1	2012	10	13	6	20	17	0	0	1	1595	0.451111111	0.193333333	0.281944444	0	0.086666667	0	0	0.168611111	0	0.46	0	0.253707	1.21475236566241
"1152"	68356	14777	0	3	3	1	2	1	1	3	2014	9	23	2	20.66666667	29	0	1	1	5683	1.4725	0.461111111	0.171111111	0.116666667	0.175	0.124166667	1	0.393888889	3.9	0.94	0	0.555712	1.21475236566241
"1153"	47522	10126	0	1	3	3	1	5	0	2	2013	11	29	5	11.5	62	0	1	1	3072	0.796944444	0.302222222	0.255	0	0.216666667	0	0	0.202222222	0	0.57	0	0.273352	0.848964507070372
"1154"	78471	17010	0	1	4	1	1	1	1	3	2015	2	1	7	16	25	0	1	1	9739	2.316388889	0.712777778	0.441388889	0.183333333	0	0	0	0.557222222	1.5	1.77	0	0.408275	1.21475236566241
"1155"	75952	16423	5	1	3	3	1	3	0	3	2014	12	27	6	13.66666667	15	1	0	1	1498	0.371111111	0.092222222	0.129166667	0.016666667	0	0	0	0.120555556	0.75	0.32	0	0.264977	1.06560342319147
"1156"	3932	808	1	1	2	5	1	1	1	1	2012	5	21	1	17.83333333	41	0	0	1	981	0.278333333	0.078888889	0.115555556	0	0.083333333	0	0	0.080277778	1.5	0.22	0	0.0657439	0.848964507070372
"1157"	9043	1875	1	1	1	5	2	1	1	1	2012	7	17	2	14.5	36	0	1	1	422	0.139444444	0.035277778	0.064166667	0	0.022222222	0	0	0.046944444	1.5	0.09	0	0	1.21475236566241
"1158"	34135	7322	0	3	3	5	6	5	0	2	2013	6	24	1	14.16666667	66	0	1	0	701	0.162777778	0.056111111	0.045	0	0.068333333	0	0	0.064444444	0	0.14	0	0.74569	0.848964507070372
"1159"	6696	1367	0	1	3	1	6	1	1	1	2012	6	22	5	18	35	1	0	0	9141	2.119444444	0.736388889	0.178333333	0.25	0.116666667	0.123333333	1	0.774166667	4.8	1.58	10.5	0.688195	1.06560342319147
"1160"	77653	16810	1	3	3	3	6	1	1	3	2015	1	21	3	20.58333333	23	0	0	0	2094	0.526388889	0.173611111	0.189444444	0	0.131388889	0	0	0.194444444	1.5	0.39	0	0.701429	1.21475236566241
"1161"	71213	15422	0	1	1	5	6	1	1	3	2014	10	27	1	17.75	49	0	1	0	365	0.098611111	0.065555556	0.058888889	0	0.019444444	0	0	0.048333333	1.5	0.08	0	0.229885	0.848964507070372
"1162"	43	10	0	0	3	3	6	1	1	1	2012	4	1	7	11.5	21	1	0	0	3020	0.676944444	0.211111111	0.072777778	0	0.344722222	0.120555556	1	0.167777778	3	0.44	0	0.145695	1.06560342319147
"1163"	15819	3347	0	2	3	3	6	1	1	1	2012	10	7	7	15.01666667	35	1	1	2	4291	1.046666667	0.375555556	0.0925	0	0.350833333	0	0	0.272222222	1.5	0.76	0	0.529592	1.06560342319147
"1164"	68055	14701	0	1	3	5	6	1	1	3	2014	9	19	5	14	46	1	0	0	4165	0.955833333	0.236111111	0.136666667	0	0.296388889	0	0	0.210833333	1.5	0.64	0	0.262187	0.836779970608957
"1165"	66917	14441	0	3	2	1	6	1	1	3	2014	9	5	5	17.75	31	0	1	0	11033	2.641666667	0.885277778	0.097777778	0.583333333	0.111944444	0.286388889	2	0.776111111	4.8	1.79	10.5	0.719041	1.21475236566241
"1166"	7420	1523	2	1	4	3	1	3	0	1	2012	6	30	6	19.9	13	1	0	2	1838	0.419722222	0.123888889	0.241666667	0	0.143611111	0	0	0.085833333	0	0.27	0	0.15534	1.06560342319147
"1167"	42466	9075	1	3	3	2	6	1	1	2	2013	9	30	1	15.58333333	44	1	1	0	998	0.240555556	0.074166667	0.061666667	0	0.049722222	0	0	0.070833333	1.5	0.18	0	0.184314	0.836779970608957
"1168"	33315	7167	1	0	4	1	1	1	1	2	2013	6	16	7	9	29	0	1	2	4005	0.946111111	0.262777778	0.085555556	0	0.309444444	0	0	0.214166667	1.5	0.73	0	0.167315	1.21475236566241
"1169"	69477	15021	0	3	3	5	1	1	1	3	2014	10	7	2	15	46	1	1	1	1082	0.239722222	0.071111111	0.026944444	0	0.075	0	0	0.058055556	1.5	0.16	0	0.641148	0.836779970608957
"1170"	35728	7639	3	0	1	3	1	1	1	2	2013	7	10	3	9	36	0	0	1	2330	0.611388889	0.170555556	0.168611111	0	0.212222222	0	0	0.239722222	1.5	0.66	0	0.429896	1.21475236566241
"1171"	74377	16096	1	1	3	1	1	1	1	3	2014	12	3	3	20.25	37	0	1	1	10703	2.608055556	0.856111111	0.217222222	0.483333333	0	0.083333333	1	0.6925	2.8	2.02	0	0.513438	1.21475236566241
"1172"	13787	2927	0	8	4	2	1	1	1	1	2012	9	12	3	15.83333333	42	1	1	1	1249	0.304166667	0.114722222	0.149444444	0	0.109444444	0	0	0.128055556	1.5	0.29	0	0.401302	0.836779970608957
"1173"	79977	17353	1	0	3	1	6	1	1	3	2015	2	25	3	5.75	29	0	1	0	6998	1.813611111	0.625277778	0.145	0	0.532222222	0.2	1	0.309444444	3	1.3	0	0.150808	1.21475236566241
"1174"	39987	8557	2	1	3	5	6	1	1	2	2013	8	31	6	13.25	48	1	0	0	7379	1.821944444	0.624166667	0.175833333	0.266666667	0	0.083333333	1	0.571388889	1.5	1.31	0	0.560039	0.836779970608957
"1175"	21873	4676	1	0	3	4	1	2	0	1	2012	12	29	6	10	17	1	0	2	6189	1.495	0.536944444	0.0925	0.233333333	0.233333333	0.1	1	0.452777778	1.2	1.23	0	0.370552	1.06560342319147
"1176"	31115	6712	0	6	1	3	6	5	0	2	2013	5	21	2	13.26666667	68	0	0	0	522	0.168055556	0.044166667	0.088055556	0	0.033333333	0	0	0.049722222	0	0.13	0	0.0837989	0.848964507070372
"1177"	77044	16673	0	0	2	1	6	1	1	3	2015	1	14	3	8	25	0	1	0	2863	0.741388889	0.206666667	0.26	0	0.2	0	0	0.218055556	1.5	0.53	0	0.191083	1.21475236566241
"1178"	30161	6508	1	0	4	3	1	5	0	2	2013	5	9	4	13.5	68	1	1	1	3308	0.782222222	0.252222222	0.109722222	0	0.217777778	0	0	0.175555556	0	0.58	0	0.248418	0.836779970608957
"1179"	49176	10491	2	1	1	2	2	5	0	2	2013	12	20	5	15	14	0	0	1	1138	0.286388889	0.074444444	0.205555556	0	0.05	0	0	0.1125	0	0.2	0	0.192593	1.21475236566241
"1180"	76740	16605	1	1	4	1	1	1	1	3	2015	1	10	6	15.08333333	32	0	1	1	1528	0.416944444	0.120555556	0.137777778	0	0.137222222	0	0	0.129166667	1.5	0.34	0	0.313978	1.21475236566241
"1181"	31129	6715	1	4	4	4	1	1	1	2	2013	5	21	2	15.58333333	40	0	1	2	5715	1.263611111	0.316388889	0.106666667	0	0.45	0.1	1	0.205833333	3	0.77	0	0.376518	1.21475236566241
"1182"	3612	754	0	8	2	3	2	1	1	1	2012	5	18	5	19.33333333	50	1	1	1	2599	0.648888889	0.244722222	0.218333333	0.066666667	0	0.15	1	0.233888889	3	0.47	0	0.532067	0.836779970608957
"1183"	77528	16787	0	1	3	3	6	1	0.5	3	2015	1	20	2	19	44	0	0	0	9235	2.070555556	0.601666667	0.138888889	0.166666667	0	0.166666667	2	0.425	2.4	1.34	0	0.510458	0.848964507070372
"1184"	54174	11600	1	0	1	3	6	1	1	2	2014	3	7	5	14	49	0	1	0	1151	0.298055556	0.131111111	0.255555556	0.016666667	0	0	0	0.126666667	2.4	0.24	10.5	0.526316	0.848964507070372
"1185"	80817	17552	1	3	4	4	1	1	1	3	2015	3	17	2	17	18	0	1	2	4018	0.995277778	0.281111111	0.147222222	0.2	0	0	0	0.261111111	1.7	0.87	0	0.520213	1.21475236566241
"1186"	11534	2442	0	3	4	3	1	5	0	1	2012	8	16	4	19.41666667	86	1	1	2	1167	0.313611111	0.086388889	0.080277778	0	0.079722222	0	0	0.073333333	0	0.25	0	0.0871212	0.836779970608957
"1187"	69040	14923	1	1	1	5	6	5	0	3	2014	10	1	3	13	24	0	0	0	4862	1.236666667	0.418888889	0.154722222	0.166666667	0	0	0	0.295555556	0	0.82	0	0.261278	1.21475236566241
"1188"	56093	12036	1	1	4	1	2	1	1	3	2014	4	21	1	8.683333333	43	0	1	1	1621	0.481944444	0.17	0.226111111	0	0.134722222	0	0	0.128055556	1.5	0.3	0	0.151844	0.848964507070372
"1189"	49167	10490	0	0	3	1	1	1	1	2	2013	12	20	5	7.5	40	1	1	1	12320	2.933611111	0.886666667	0.0875	0.5	0.136388889	0.207222222	2	0.835	4.8	2.21	10.5	0.709248	1.06560342319147
"1190"	43161	9213	1	1	4	3	2	5	0	2	2013	10	6	7	17.5	67	1	1	1	6262	1.74	0.631944444	0.211111111	0	0.523611111	0.254444444	2	0.336666667	0	1.04	0	0.161716	0.836779970608957
"1191"	61749	13236	3	1	1	2	1	3	0	3	2014	6	27	5	15.91666667	15	0	0	1	668	0.193611111	0.064444444	0.1325	0	0.021388889	0	0	0.068611111	0	0.19	0	0.0161943	1.21475236566241
"1192"	55100	11791	0	0	4	3	1	5	0	3	2014	4	4	5	17	86	1	1	2	2440	0.604166667	0.179722222	0.173888889	0	0.238888889	0	0	0.181944444	0	0.48	0	0.177099	0.836779970608957
"1193"	2065	434	0	2	4	3	1	1	1	1	2012	4	29	7	13.5	55	1	1	2	5397	1.259166667	0.547222222	0.171944444	0	0.527222222	0	0	0.416944444	1.5	1.03	0	0.727515	0.836779970608957
"1194"	7643	1567	0	4	4	2	1	1	1	1	2012	7	2	1	17.25	33	1	1	2	925	0.273888889	0.095555556	0.133611111	0.033333333	0	0	0	0.146388889	1.7	0.33	0	0.297913	1.06560342319147
"1195"	28957	6268	1	2	3	5	6	1	1	2	2013	4	22	1	17	33	1	1	0	10101	2.321111111	0.822222222	0.065555556	0.45	0	0	0	0.698333333	3.5	1.65	10.5	0.709228	1.06560342319147
"1196"	14818	3146	0	1	4	1	5	1	1	1	2012	9	26	3	16.5	60	1	1	2	2651	0.681666667	0.202777778	0.228888889	0	0.196666667	0	0	0.152777778	1.5	0.59	0	0.0563636	0.836779970608957
"1197"	62205	13356	1	0	4	3	2	5	0	3	2014	7	2	3	11.5	66	0	1	2	954	0.241944444	0.070277778	0.099444444	0	0.075	0	0	0.080833333	0	0.16	0	0.268041	0.848964507070372
"1198"	12601	2683	0	4	1	3	1	1	1	1	2012	8	30	4	20.25	50	0	1	2	1789	0.4125	0.131111111	0.135	0	0.054166667	0	0	0.106666667	1.5	0.29	0	0.0989583	0.848964507070372
"1199"	13074	2780	1	1	4	2	1	5	0	1	2012	9	5	3	15.25	7	0	0	2	2095	0.518333333	0.165277778	0.313888889	0	0.077777778	0	0	0.154722222	0	0.4	0	0.195691	1.21475236566241
"1200"	69121	14941	1	0	4	3	1	5	0	3	2014	10	2	4	10	75	1	1	1	13866	3.537777778	1.045277778	0.262222222	0.383333333	0.360833333	0.333333333	2	0.744722222	0	2.46	0	0.295412	0.836779970608957
"1201"	9951	2076	1	3	3	5	1	5	0	1	2012	7	26	4	13.5	63	0	1	1	2280	0.468333333	0.182222222	0.070833333	0	0.166666667	0	0	0.158333333	0	0.43	0	0.261404	0.848964507070372
"1202"	59819	12834	2	1	4	3	6	1	1	3	2014	6	7	6	0.25	18	0	0	1	4076	1.057777778	0.343888889	0.095	0	0.316666667	0.1	1	0.198888889	3	0.63	0	0.21229	1.21475236566241
"1203"	13956	2962	0	4	4	5	2	1	1	1	2012	9	15	6	16.75	35	1	1	2	2089	0.565277778	0.210555556	0.078611111	0	0.207777778	0	0	0.188888889	1.5	0.39	0	0.144118	1.06560342319147
"1204"	57364	12312	1	1	4	3	2	1	1	3	2014	5	8	4	19.66666667	43	0	1	1	9871	2.351111111	0.738055556	0.294722222	0	0.543888889	0	0	0.385555556	1.5	1.42	0	0.349424	0.848964507070372
"1205"	3154	655	0	1	4	5	5	1	1	1	2012	5	12	6	16.08333333	52	1	1	1	711	0.174444444	0.066111111	0.065277778	0	0.075	0	0	0.066111111	1.5	0.19	0	0.466387	0.836779970608957
"1206"	71048	15377	0	0	3	1	6	1	1	3	2014	10	24	5	16	50	1	0	0	883	0.245	0.096111111	0.038611111	0	0.149722222	0	0	0.095	1.5	0.24	0	0.134503	0.836779970608957
"1207"	47343	10094	1	3	3	3	6	4	1	2	2013	11	28	4	22.5	19	1	1	2	19239	4.513888889	1.327222222	0.294444444	0.55	0.065555556	0.133333333	1	0.736388889	3.55	2.75	0	0.49453	1.06560342319147
"1208"	30593	6606	1	5	4	3	2	4	1	2	2013	5	15	3	20.66666667	35	0	1	1	2184	0.588333333	0.181944444	0.217222222	0	0.090555556	0	0	0.1025	1.5	0.32	0	0.0867209	1.21475236566241
"1209"	70820	15326	4	1	4	3	1	1	1	3	2014	10	22	3	13.16666667	54	1	0	1	5056	1.201111111	0.373888889	0.109166667	0.066666667	0.116666667	0.133333333	1	0.258611111	3	0.91	0	0.165414	0.836779970608957
"1210"	24531	5284	0	2	4	3	1	1	1	1	2013	2	1	5	17	52	1	1	2	2104	0.6225	0.184166667	0.406666667	0.05	0	0	0	0.173611111	2.5	0.53	0	0.2848	0.836779970608957
"1211"	56714	12181	1	7	4	4	2	1	1	3	2014	4	29	2	15.91666667	55	1	1	2	4053	1.046388889	0.3075	0.228333333	0	0.306666667	0.062777778	1	0.254166667	3	0.68	0	0.17377	0.836779970608957
"1212"	21649	4615	3	1	1	2	6	5	0	1	2012	12	19	3	15.51666667	9	0	0	0	899	0.227777778	0.052777778	0.135277778	0	0.089722222	0	0	0.127777778	0	0.25	0	0.217391	1.21475236566241
"1213"	54639	11698	0	1	4	2	1	1	1	2	2014	3	20	4	8.5	49	1	1	2	1583	0.423888889	0.143055556	0.160277778	0	0.131666667	0	0	0.083611111	1.5	0.27	0	0.0365449	0.836779970608957
"1214"	73415	15896	1	2	4	3	2	1	1	3	2014	11	23	7	20	55	1	1	2	2957	0.774444444	0.205277778	0.056388889	0.183333333	0.116666667	0.116666667	1	0.146666667	3	0.45	0	0.191288	0.836779970608957
"1215"	60695	13011	0	1	4	1	6	1	1	3	2014	6	17	2	11	59	1	1	2	3832	0.921666667	0.247777778	0.147777778	0	0.300833333	0	0	0.190833333	1.5	0.55	0	0.235808	0.836779970608957
"1216"	16054	3392	0	1	3	2	6	4	1	1	2012	10	9	2	16.5	29	1	0	0	5859	1.417222222	0.425833333	0.295833333	0.133333333	0	0	0	0.435833333	1.85	1.01	10.5	0.647546	1.06560342319147
"1217"	2260	473	0	1	4	5	2	4	0.5	1	2012	5	1	2	13	52	1	1	1	900	0.203611111	0.060555556	0.046944444	0	0.052222222	0	0	0.061388889	0.75	0.13	0	0.113122	0.836779970608957
"1218"	62762	13486	1	0	3	1	1	1	1	3	2014	7	8	2	7	33	1	1	1	5658	1.453055556	0.539444444	0.032777778	0	0.679166667	0	0	0.420277778	1.5	1.11	10.5	0.580965	1.06560342319147
"1219"	62530	13429	0	0	1	3	6	1	1	3	2014	7	6	7	12	43	1	1	0	1447	0.35	0.129166667	0.125555556	0	0.088888889	0	0	0.102777778	1.5	0.25	0	0.424324	0.836779970608957
"1220"	65502	14115	1	2	1	3	6	1	1	3	2014	8	15	5	14	38	1	0	0	2331	0.775	0.236666667	0.182777778	0	0.184444444	0	0	0.123055556	1.5	0.44	0	0.0790068	1.06560342319147
"1221"	76568	16564	0	4	4	3	1	1	1	3	2015	1	8	4	16.83333333	38	0	1	1	2732	0.681944444	0.220833333	0.036666667	0	0.26	0	0	0.185	1.5	0.54	0	0.160661	1.21475236566241
"1222"	27	7	1	0	4	4	2	1	1	1	2012	4	1	7	7	51	0	1	1	15995	3.7825	1.100277778	0.193888889	0.516666667	0	0.1	1	0.340833333	1.5	2.04	0	0.280359	0.848964507070372
"1223"	50595	10823	0	2	3	5	1	1	1	2	2014	1	14	2	15	33	1	1	1	949	0.234722222	0.055555556	0.151666667	0	0.028055556	0	0	0.101388889	1.5	0.27	0	0.273973	1.06560342319147
"1224"	38395	8204	1	4	4	3	1	1	1	2	2013	8	9	5	16.16666667	59	0	1	1	771	0.186111111	0.054722222	0.099444444	0	0.029444444	0	0	0.062777778	1.5	0.15	0	0.146018	0.848964507070372
"1225"	23038	4949	2	1	3	2	2	1	1	1	2013	1	14	1	19.83333333	18	0	0	2	4058	1.239166667	0.364166667	0.394722222	0	0.238333333	0	0	0.289722222	1.5	0.95	0	0.136146	1.21475236566241
"1226"	11006	2319	0	5	3	3	6	1	1	1	2012	8	7	2	22	39	0	0	0	7886	1.881388889	0.593888889	0.116388889	0.166666667	0.466666667	0.083333333	1	0.448888889	3.9	1.24	0	0.636757	1.21475236566241
"1227"	3813	789	1	3	4	3	1	1	1	1	2012	5	20	7	15	50	0	1	1	7793	2.068055556	0.719444444	0.203611111	0	0.852777778	0.173333333	1	0.385555556	3	1.45	0	0.455331	0.848964507070372
"1228"	9604	2000	1	1	1	3	1	1	1	1	2012	7	22	7	11.5	30	0	1	1	996	0.226666667	0.076388889	0.079166667	0.033333333	0	0	0	0.121666667	1.5	0.28	0	0.171233	1.21475236566241
"1229"	19956	4224	0	2	4	3	3	1	1	1	2012	11	24	6	12	34	0	1	1	2393	0.53	0.158611111	0.228888889	0	0.178611111	0	0	0.165833333	1.5	0.44	0	0.547739	1.21475236566241
"1230"	35843	7663	2	0	3	4	1	2	0	2	2013	7	11	4	9.5	17	1	0	1	6739	1.601388889	0.589166667	0.205833333	0.283333333	0	0.1	1	0.593333333	1.9	1.43	10.5	0.698502	1.06560342319147
"1231"	48484	10345	1	2	4	4	1	1	1	2	2013	12	11	3	13	33	0	0	1	1999	0.532777778	0.224722222	0.140555556	0	0.281944444	0	0	0.272777778	1.5	0.6	10.5	0.618126	1.21475236566241
"1232"	62194	13352	0	1	1	5	1	1	1	3	2014	7	2	3	11.75	29	1	1	1	345	0.204722222	0.056944444	0.091944444	0	0.055555556	0	0	0.054166667	1.5	0.15	0	0.117949	1.06560342319147
"1233"	63196	13580	0	3	4	3	6	1	1	3	2014	7	13	7	15	29	1	1	0	2875	0.671944444	0.199722222	0.036111111	0	0.494444444	0	0	0.123333333	1.5	0.49	0	0.414414	1.06560342319147
"1234"	51271	10972	1	0	3	1	1	1	1	2	2014	1	23	4	7.583333333	36	1	1	2	13931	3.389722222	1.01	0.254444444	0.483333333	0	0.116666667	1	0.914722222	3.9	2.67	10.5	0.781962	1.06560342319147
"1235"	41537	8886	0	3	3	4	1	1	1	2	2013	9	19	4	16.5	51	0	1	1	4570	1.111111111	0.347222222	0.186666667	0.216666667	0	0	0	0.418888889	2.9	1.02	0	0.540451	0.848964507070372
"1236"	14070	2985	3	2	1	3	1	1	1	1	2012	9	16	7	14	18	1	0	1	1067	0.424722222	0.1275	0.230555556	0	0.072222222	0	0	0.155555556	1.5	0.46	0	0.373214	1.06560342319147
"1237"	21787	4653	1	1	4	5	1	1	1	1	2012	12	27	4	17.5	49	0	1	1	3445	0.805555556	0.231666667	0.371666667	0	0.196666667	0	0	0.160833333	1.5	0.53	0	0.438687	0.848964507070372
"1238"	77906	16871	0	9	4	5	1	1	1	3	2015	1	24	6	20	47	1	1	1	11119	2.620277778	0.822222222	0.142777778	0.4	0	0.15	1	0.331944444	2.6	1.62	0	0.394142	0.836779970608957
"1239"	16935	3577	0	2	4	2	2	1	1	1	2012	10	19	5	15.25	40	1	1	2	1579	0.475	0.161666667	0.267222222	0	0.079166667	0	0	0.122222222	1.5	0.28	0	0.00909091	1.06560342319147
"1240"	35864	7670	0	1	3	5	6	1	0.5	2	2013	7	12	5	12	47	1	0	0	12988	3.035277778	0.920555556	0.156111111	0	0.916666667	0	0	0.735833333	0.75	1.94	0	0.489241	0.836779970608957
"1241"	62680	13462	2	1	1	1	6	1	1	3	2014	7	7	1	15.75	27	0	1	1	2873	0.698611111	0.226944444	0.104444444	0	0.364444444	0	0	0.191388889	1.5	0.46	0	0.445573	1.21475236566241
"1242"	55377	11856	0	8	4	5	1	1	1	3	2014	4	9	3	22.91666667	38	1	1	1	595	0.1725	0.07	0.13	0	0.014444444	0	0	0.071666667	1.5	0.15	0	0.00775194	1.06560342319147
"1243"	67556	14599	2	1	2	2	1	3	0	3	2014	9	12	5	16	15	0	0	1	3314	0.854166667	0.278333333	0.250277778	0	0.315833333	0	0	0.215277778	0	0.64	0	0.252903	1.21475236566241
"1244"	56766	12191	0	3	4	1	1	1	1	3	2014	4	30	3	21	42	0	1	2	11563	2.928333333	0.885833333	0.296111111	0.216666667	0.208333333	0.216666667	2	0.535833333	3.9	1.8	0	0.488854	0.848964507070372
"1245"	61714	13228	0	1	1	3	2	1	1	3	2014	6	27	5	13.16666667	45	0	1	1	4123	1.031388889	0.407222222	0.145277778	0	0.285	0	0	0.245555556	1.5	0.66	0	0.238688	0.848964507070372
"1246"	36480	7787	1	4	3	3	6	2	0	2	2013	7	18	4	11.08333333	17	0	0	0	3256	0.741666667	0.223055556	0.106944444	0	0.302222222	0.083333333	1	0.193055556	0	0.51	0	0.32518	1.21475236566241
"1247"	58011	12445	1	0	1	3	6	1	1	3	2014	5	15	4	11	53	0	0	0	2259	0.569444444	0.181944444	0.138055556	0.05	0	0	0	0.172777778	1.5	0.42	0	0.0707396	0.848964507070372
"1248"	55007	11773	3	1	4	4	2	1	1	3	2014	4	3	4	19	53	0	1	1	8865	2.257777778	0.615833333	0.155	0.333333333	0.086111111	0.280555556	1	0.52	3	1.36	0	0.5	0.848964507070372
"1249"	1707	359	0	1	1	5	1	1	1	1	2012	4	23	1	8	41	0	1	1	646	0.171666667	0.063888889	0.128888889	0	0.06	0	0	0.086666667	1.5	0.21	10.5	0.509615	0.848964507070372
"1250"	74652	16145	1	1	4	1	2	1	1	3	2014	12	6	6	19.75	48	1	1	1	3708	0.887222222	0.280555556	0.133611111	0	0.275	0	0	0.343888889	1.5	0.82	0	0.590469	0.836779970608957
"1251"	24270	5232	0	0	3	1	6	1	1	1	2013	1	29	2	8.166666667	46	1	0	0	10664	2.621111111	0.886666667	0.208888889	0.4	0.076388889	0.2	2	0.685	4.8	1.82	0	0.596918	0.836779970608957
"1252"	39738	8512	1	0	3	3	5	5	0	2	2013	8	29	4	12	71	1	0	1	1249	0.431388889	0.121666667	0.041666667	0	0.2	0	0	0.121944444	0	0.42	0	0.405467	0.836779970608957
"1253"	49820	10648	1	3	4	5	1	1	1	2	2014	1	6	1	17.5	54	1	1	1	2858	0.6225	0.208611111	0.083055556	0	0.319166667	0	0	0.189166667	1.5	0.56	0	0.295154	0.836779970608957
"1254"	49256	10508	1	1	1	5	6	2	0	2	2013	12	26	4	14	17	1	0	0	386	0.099722222	0.047777778	0.011388889	0	0.036666667	0	0	0.041666667	0	0.1	0	0.1	1.06560342319147
"1255"	71582	15507	1	0	4	1	2	1	1	3	2014	11	1	6	11	47	0	1	1	842	0.219722222	0.078055556	0.085833333	0	0.05	0	0	0.064722222	1.5	0.15	0	0.141631	0.848964507070372
